matchday,date,home_team,final_result,away_team,home_goals,away_goals,winner,home_wins_last_5,home_draws_last_5,home_losses_last_5,away_wins_last_5,away_draws_last_5,away_losses_last_5,home_form,away_form,home_goals_last_5,home_conceded_last_5,away_goals_last_5,away_conceded_last_5,home_goal_diff_last_5,away_goal_diff_last_5,goal_diff_last_5,home_h2h_wins,away_h2h_wins,h2h_draws,home_h2h_goals_scored,away_h2h_goals_scored,home_off,home_def,away_off,away_def,home_goals_exp,away_goals_exp
1,1970-08-15,55,1-1,2,1,1,1,3,0,2,1,1,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,-4.496268828296497,-4.336646804766302,1.975551709054996,-30.78662692197086,1.6876017296464711,1.682331350185841
1,1970-08-15,36,2-0,28,2,0,0,2,3,0,3,1,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,-20.453019026142663,-8.226046129366937,-2.7728084100740045,-1.8098206576055051,2.117862910409387,1.2220729123764515
2,1970-08-22,10,1-0,30,1,0,0,2,2,1,4,0,1,8,12,10,2,9,9,8,0,8,1,0,1,6,3,-3.7026895707169327,-0.6207407509884094,-6.792134896674952,-15.804911049145254,2.212992492081386,1.4024850761161916
2,1970-08-22,2,3-1,17,3,1,0,1,2,2,1,2,2,5,5,8,5,0,0,3,0,3,1,0,1,3,2,-8.365787764315721,-1.9481818289535808,-0.4593844128980433,-36.51714285532052,1.4000598652772849,1.6796326278603793
2,1970-08-22,22,1-0,34,1,0,0,0,5,0,1,1,3,5,4,8,3,6,6,5,0,5,0,0,0,0,0,-17.652965312157775,-8.010229005288595,-4.780609617247193,-5.196990097624365,2.0977274830695936,1.1380207008279368
2,1970-08-22,8,0-0,37,0,0,1,0,0,1,2,3,0,0,9,5,2,4,7,3,-3,6,0,0,0,0,0,-8.545804500551359,-5.363367202343476,-9.951838175687431,-24.06698138088582,1.7725686415181774,1.0266831088405186
2,1970-08-22,27,1-2,18,1,2,2,3,1,1,1,3,1,10,6,4,1,6,13,3,-7,10,1,1,0,2,2,-4.894917676572376,-1.623118073413789,-5.31483927749274,-24.28581393468692,1.8845118222891608,1.4275613138491383
2,1970-08-22,1,1-0,14,1,0,0,1,2,2,2,1,2,5,7,1,4,12,6,-3,6,-9,1,0,0,1,0,-18.93984173599732,-7.322244618140822,-8.530665634262661,-24.056642699408613,1.4541683092721107,1.004039731520407
2,1970-08-22,26,2-2,13,2,2,1,2,1,2,3,0,2,7,9,5,4,4,7,1,-3,4,1,0,1,5,2,9.003578970188759,-5.354332758421042,-12.032314254709735,-33.728990827895586,2.03377801962114,0.9415152631392836
2,1970-08-22,32,2-1,56,2,1,0,1,0,4,2,1,2,3,7,0,0,5,11,0,-6,6,0,0,0,0,0,8.42312965774756,-8.695097474615148,-6.417896127151653,-20.67771187309977,2.4667475394352403,1.035295884035044
2,1970-08-22,37,1-2,53,1,2,2,1,2,2,2,2,1,5,8,0,5,3,7,-5,-4,-1,0,0,0,0,0,0.0,0.0,-11.587600287048634,-12.26770982533481,2.466286041135659,1.1940018324962554
3,1970-08-28,12,0-0,28,0,0,1,3,1,1,2,1,2,10,7,5,6,4,6,-1,-2,1,1,0,0,3,0,4.747647772419512,-5.200623263291432,-13.732500326238272,-16.416729171074802,2.487332534620269,0.8815434033531787
3,1970-08-28,52,1-1,23,1,1,1,2,2,1,1,4,0,8,7,13,8,2,14,5,-12,17,5,0,1,15,3,-4.874458757994468,-4.538331578498447,-11.784403524309733,-18.52587508855791,2.078900456467526,0.9845626822579098
3,1970-08-28,36,4-0,1,4,0,0,2,3,0,2,1,2,9,7,0,0,3,3,0,0,0,0,0,0,0,0,-9.117589496192275,-2.482795760243232,-11.43386427454141,-10.12254452345326,2.222276927878092,1.0873411450749602
3,1970-08-28,29,3-1,38,3,1,0,3,0,2,1,1,3,9,4,4,9,0,0,-5,0,-5,0,0,2,2,2,-9.476024534183203,-5.796635774521254,-2.274960505172251,-1.9187139969338447,2.4969786224222585,1.3681525122652811
3,1970-08-28,16,1-0,56,1,0,0,1,1,3,1,1,3,4,4,0,1,9,8,-1,1,-2,1,1,0,2,1,-19.834400490451017,-6.751851584172071,-5.588464540969671,-24.179114606796603,1.4248439360485237,1.1587622631913903
3,1970-08-28,17,1-1,9,1,1,1,1,3,1,0,1,1,6,1,4,7,1,1,-3,0,-3,1,0,1,3,1,-3.188400158507957,-5.130827207694156,-0.8999388921607255,0.0942135681527036,2.787556779755936,1.4762019876226764
3,1970-08-28,13,0-0,11,0,0,1,1,1,3,2,2,1,4,8,2,0,15,6,2,9,-7,1,1,1,3,4,0.164477000914633,-7.757349758389328,1.538881950997682,-31.42190097221341,1.8164278078967289,1.4660592321241326
4,1970-09-05,8,0-2,13,0,2,2,0,2,1,3,2,0,2,11,6,7,6,6,-1,0,-1,0,2,1,2,4,9.535013675886768,-5.33704573076604,-6.409744878721192,-16.92559271723027,2.6376299475593648,1.186488178991978
4,1970-09-05,37,0-1,14,0,1,2,0,1,4,1,2,2,1,5,0,0,6,9,0,-3,3,1,0,0,2,1,-8.970727341238277,-5.075672379425388,-6.817285743302992,-25.811989198042983,1.7033672110821911,1.1796179302367609
4,1970-09-05,1,2-0,18,2,0,0,1,1,3,1,3,1,4,6,3,1,8,9,2,-1,3,0,1,4,6,9,7.616399358932159,-9.001112163901459,-12.35172242678928,-14.546307238425191,2.653772574122337,0.7937946275704386
4,1970-09-05,32,0-2,17,0,2,2,1,0,4,1,1,3,3,4,0,0,0,0,0,0,0,2,1,1,5,5,-19.18964023642136,-7.619020555542239,-7.080451648125716,-22.03283739109316,1.5061602650557393,1.0530748001186896
4,1970-09-05,55,0-2,34,0,2,2,1,1,3,1,1,3,4,4,4,4,8,11,0,-3,3,0,0,0,0,0,-18.256729761475068,-8.346607287609153,-9.32894718400143,-24.780756214232994,1.4529792308558798,0.9300782275044396
4,1970-09-05,22,0-1,30,0,1,2,1,4,0,4,0,1,7,12,6,10,5,16,-4,-11,7,2,1,1,5,2,-4.831397670839021,-1.7494974443994489,-11.994885935040625,-32.83630000929591,1.613440290591888,1.0949894479978797
4,1970-09-05,10,2-2,37,2,2,1,2,3,0,2,3,0,9,9,5,1,5,13,4,-8,12,2,0,0,6,0,-1.3564895262723364,-0.3529252896810126,-0.2543597678431682,-35.96285920119952,1.624166844157526,1.7856918992198243
4,1970-09-05,27,0-3,27,0,3,2,1,2,2,2,2,1,5,8,1,0,5,6,1,-1,2,3,3,0,8,8,-11.516364556298887,-4.384512722266382,-9.173218239420748,-24.47624801580514,1.6653553604593885,1.1033195760157557
4,1970-09-05,2,2-1,53,2,1,0,2,1,2,2,3,0,7,9,1,2,3,7,-1,-4,3,2,4,3,10,13,-4.369851280069069,-0.4441261748117998,-5.5089056627966215,-6.211178622994609,2.525588611049945,1.480414399303429
5,1970-09-11,52,3-0,56,3,0,0,2,2,1,0,1,4,8,1,13,5,8,10,8,-2,10,2,2,3,8,8,-5.467868096845825,-4.53376858731389,-6.330034508370284,-24.571627185427403,1.8562324063426967,1.2285746767280246
5,1970-09-11,33,0-0,17,0,0,1,2,1,2,2,1,2,7,7,7,7,0,0,0,0,0,0,0,0,0,0,-20.51784516586841,-7.996104989179358,-11.415708767416056,-34.32695470668276,1.135623615425922,0.8635991879858403
5,1970-09-12,12,5-0,1,5,0,0,3,2,0,2,0,3,11,6,8,7,1,3,1,-2,3,4,0,1,19,4,3.379582399915047,-5.461191507432533,-12.129727061171874,-8.480109247996394,2.7177369085873897,0.9334175837304578
5,1970-09-12,13,1-2,23,1,2,2,2,1,2,1,3,1,7,6,3,2,6,16,1,-10,11,0,2,2,5,8,-0.8345820115213866,-8.190690281917004,-11.774524145615413,-19.52266935657271,2.183553372140949,0.8432159828559249
5,1970-09-12,36,3-3,38,3,3,1,2,3,0,0,1,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,-8.139818593821342,-2.80419408490524,-2.510566077765812,-1.4539734151195738,2.5602901748620046,1.5152637142161922
5,1970-09-12,26,3-2,9,3,2,0,2,2,1,0,2,2,8,2,5,9,1,3,-4,-2,-2,0,0,1,1,1,-8.035812856471278,-1.8534870432845016,-1.2046925967427742,-1.5573070528002837,2.560313792870901,1.6420767174041804
5,1970-09-12,29,3-2,2,3,2,0,4,0,1,3,1,1,12,10,3,9,1,2,-6,-1,-5,2,0,0,4,1,-9.199356208289792,-5.905454981076721,-5.393710548873371,-30.33980479536813,1.5564578558653233,1.207698704284922
5,1970-09-12,17,0-1,11,0,1,2,1,2,2,1,4,0,5,7,5,9,23,3,-4,20,-24,0,2,1,2,8,-4.171579728481713,-5.271583879798287,0.6006519693106689,-33.100095486193254,1.6256377100088688,1.550881341860677
5,1970-09-12,27,1-1,33,1,1,1,1,1,3,1,0,4,4,3,3,0,0,0,3,0,3,0,1,0,2,5,-9.90760154913216,-4.537600450374703,-5.951325516823847,-3.581985436662836,2.4233454978911606,1.2467442342758612
6,1970-09-19,1,2-0,27,2,0,0,2,0,3,3,2,0,6,11,1,4,3,3,-3,0,-3,2,1,2,7,6,7.256815906498276,-8.644579729114906,-0.1172095892797568,-37.46342414289638,1.8507494894180505,1.3327469507046086
6,1970-09-19,32,2-0,34,2,0,0,1,1,3,1,2,2,4,5,0,0,9,13,0,-4,4,0,0,0,0,0,-20.068070202697683,-7.094360696200197,-6.529091216799893,-17.514697924324864,1.616052070670141,1.1003813377764011
6,1970-09-19,8,3-1,28,3,1,0,0,2,3,0,2,3,2,2,3,5,5,8,-2,-3,1,0,0,0,0,0,-12.432331750008675,-4.119470249321161,-7.114417785135918,-23.424376258204948,1.669603996762793,1.210813346944117
6,1970-09-19,2,2-2,14,2,2,1,3,1,1,2,1,2,10,7,2,5,13,7,-3,6,-9,4,2,0,8,10,-5.758957994140401,-0.5861279594209738,-9.924166844461295,-24.27536467055603,1.8564022243044929,1.245703721210935
6,1970-09-19,10,2-2,13,2,2,1,2,3,0,3,2,0,9,11,12,3,7,7,9,0,9,7,5,2,20,17,-20.018048048961585,-7.63470850399998,-11.57979042043666,-15.1503265903162,1.6912050874875857,0.8709604966269701
6,1970-09-19,22,4-1,37,4,1,0,2,2,1,2,3,0,8,9,7,13,9,12,-6,-3,-3,2,0,0,6,0,-2.249802498195082,-0.2895797013491217,-14.296659285890954,-18.71477140313945,2.1625645911997773,1.0579820050000517
6,1970-09-19,37,0-0,18,0,0,1,0,2,3,1,2,2,2,5,0,0,8,7,0,1,-1,1,0,0,3,1,-5.71881089823818,-1.4819927366705157,-8.599372081407802,-26.01486695656337,1.8009627145408336,1.2667005005327323
6,1970-09-19,55,0-0,30,0,0,1,0,1,4,4,0,1,1,12,6,1,6,10,5,-4,9,3,1,0,10,8,-17.955861195695995,-8.621521545639855,-5.652300728677936,-27.385727221929145,1.3870917717727156,1.071607901032083
6,1970-09-19,16,4-0,53,4,0,0,2,2,1,2,2,1,8,8,1,4,4,6,-3,-2,-1,1,1,1,4,4,9.184308878845636,-5.3921682547032335,-5.8163551731466026,-8.544565577988282,2.9162134466172733,1.2120250643020558
7,1970-09-23,26,1-5,11,1,5,2,2,2,1,2,3,0,8,9,1,10,16,4,-9,12,-21,0,6,2,1,12,-4.83878098553435,-4.896912982806562,-9.410018992103105,-25.83097675234888,1.8355888266560385,1.070157813019796
7,1970-09-23,29,1-0,17,1,0,0,3,1,1,3,1,1,10,10,6,7,0,0,-1,0,-1,0,2,1,0,5,-7.793979701326633,-1.747691411522685,0.2481059193555073,-34.60201935830936,1.4716484244568686,1.7327428605405053
7,1970-09-23,27,2-1,1,2,1,0,0,2,3,3,0,2,2,9,3,3,1,2,0,-1,1,1,3,2,6,9,-8.405389179895257,-5.671265085638883,-11.968384015847128,-35.37615540327443,1.4315010449711807,0.9314937667969432
7,1970-09-23,36,2-0,2,2,0,0,1,3,1,2,2,1,6,8,0,0,2,3,0,-1,1,0,1,2,2,5,-10.690460158374089,-4.610533571571735,-12.727083800449655,-6.371530320269987,2.2981521809672105,0.9434668933696044
7,1970-09-23,17,1-0,23,1,0,0,1,2,2,3,1,1,5,10,6,2,2,11,4,-9,13,7,0,1,21,7,-7.8979724484634115,-2.365332963005074,-4.88666362069959,-29.006118702007445,1.6370018501446144,1.4109495304591146
7,1970-09-23,52,1-0,34,1,0,0,2,1,2,1,2,2,7,5,14,3,6,9,11,-3,14,4,0,0,9,2,-5.065701695828598,-5.434414414781284,-11.034220191014334,-20.61615227259852,2.001401215325769,0.9785726131982662
7,1970-09-23,8,2-0,33,2,0,0,1,2,2,2,1,2,5,7,2,7,0,0,-5,0,-5,0,0,0,0,0,-1.7892020885021294,-0.3067181305826408,-6.109233760456404,-4.897011883447256,2.6623068674841064,1.4554320227074662
8,1970-09-26,22,0-0,13,0,0,1,2,1,2,2,3,0,7,9,8,11,6,4,-3,2,-5,7,3,7,29,20,-21.14245298281224,-8.251369248657909,-7.889298744538779,-24.96692050670471,1.3655498404005204,0.9920764147780856
8,1970-09-26,10,4-1,28,4,1,0,2,3,0,1,2,2,9,5,15,3,5,12,12,-7,19,9,0,2,27,4,8.680379519705316,-5.159257152832335,-10.72137650279536,-25.990491478802348,2.2894873068806705,1.0028824652204622
8,1970-09-26,1,3-0,9,3,0,0,2,0,3,2,1,2,6,7,3,4,0,0,-1,0,-1,3,4,2,11,12,-18.75686771305236,-7.419613465354162,-5.3120769739509575,-9.391053598631428,1.9187454659165613,1.1407288195930525
8,1970-09-26,37,8-1,27,8,1,0,0,2,3,2,1,2,2,7,0,0,0,3,0,-3,3,0,0,1,0,0,-5.609337792296782,-1.8564064343069475,-7.233299300462961,-15.31217255049926,2.1640512892519186,1.3161313281058271
8,1970-09-26,32,3-3,53,3,3,1,2,1,2,2,1,2,7,7,0,0,5,1,0,4,-4,2,3,1,5,10,-13.350635749162109,-4.477364717813301,-11.49720935670217,-13.017234958907316,1.9782847612967125,0.9989685131198196
8,1970-09-26,55,1-1,37,1,1,1,0,1,4,2,2,1,1,8,8,4,3,13,4,-10,14,0,0,1,0,0,-17.618753667092538,-8.938269408669115,-0.9756333967344092,-1.1510817255569958,2.2386208418054983,1.27496120665211
8,1970-09-26,2,0-0,18,0,0,1,2,1,2,1,2,2,7,5,1,5,9,8,-4,1,-5,3,2,7,13,8,7.338905636164015,-8.447351827696377,-14.333765873604026,-17.94106627555263,2.524845706890639,0.7454062152888731
8,1970-09-26,33,1-0,30,1,0,0,1,1,3,4,1,0,4,13,6,7,4,11,-1,-7,6,1,2,1,6,8,-18.748180699879963,-7.596566766802635,0.3098105491316847,-37.32553185398822,1.105569982905932,1.409118071252751
8,1970-09-26,16,3-0,14,3,0,0,3,1,1,1,2,2,10,5,1,8,9,7,-7,2,-9,1,0,1,4,0,-6.780003457568541,-0.9543353898450502,-6.338094753455689,-26.81946236862064,1.7409428895916073,1.4088192535068855
7,1970-09-30,12,6-0,38,6,0,0,2,3,0,1,2,2,9,5,2,7,0,0,-5,0,-5,0,0,0,0,0,4.634856900951255,-5.737092818607828,-1.5603833923072767,-1.0477262672386645,3.01622684739315,1.4085535343082978
9,1970-10-03,29,2-0,53,2,0,0,3,1,1,2,1,2,10,7,5,7,8,1,-2,7,-9,9,3,4,21,13,-10.854447751042391,-4.593823410421993,-2.46181160730818,1.7089765942217308,2.576041853736465,1.4213227540285247
9,1970-10-03,8,1-0,11,1,0,0,2,0,3,3,2,0,6,11,2,7,11,5,-5,6,-11,1,6,0,8,19,-17.199985188340854,-9.315124821234958,-7.040662675530347,-5.508916054232881,2.102560224953415,0.983203258404488
9,1970-10-03,13,5-1,34,5,1,0,1,2,2,2,1,2,5,7,6,2,5,7,4,-2,6,2,1,0,5,5,6.27597109564541,-6.153435700668296,-5.78962519490962,-28.670745338406764,2.1133336246573178,1.1772693091926765
9,1970-10-03,17,0-2,56,0,2,2,1,2,2,0,2,3,5,2,6,1,5,11,5,-6,11,2,2,6,17,14,-7.698318726177278,-2.7823840580787773,-12.564509575178873,-35.774818473339245,1.4403805241309426,1.0253382426631945
9,1970-10-03,26,1-2,23,1,2,2,2,0,3,2,1,2,6,7,1,8,4,7,-7,-3,-4,6,4,2,26,15,-8.05339249334973,-0.7819494494727942,-11.6604746729906,-21.54134512559628,1.8708569727433653,1.1540382854813056
9,1970-10-03,36,0-1,17,0,1,2,1,3,1,3,1,1,6,10,0,0,0,0,0,0,0,0,2,2,3,8,-5.616485440101948,-5.723662733826881,-7.116282138200061,-23.51490228141584,1.8861419244726487,1.1357758028000735
9,1970-10-03,12,1-1,2,1,1,1,3,2,0,1,2,2,11,5,6,8,1,5,-2,-4,2,5,2,2,17,11,-1.4855518205035687,-7.848765903546991,-10.094885007957751,-26.60297582588252,1.9207213053952237,0.9195611927180678
9,1970-10-03,27,1-2,38,1,2,2,1,1,3,1,2,2,4,5,5,6,0,0,-1,0,-1,2,1,2,3,2,-2.153479513721929,-0.7369174437203495,2.339043678862274,-35.03777452292957,1.6281204994496088,1.9197460264629589
9,1970-10-03,1,4-0,33,4,0,0,3,0,2,1,2,2,9,5,3,6,0,0,-3,0,-3,1,5,3,14,20,-8.642720388974901,-5.946597751415088,-6.155678397721129,-14.539840980674652,2.086344143935952,1.1698274239791149
10,1970-10-06,37,4-2,9,4,2,0,2,2,1,3,0,2,8,9,0,0,0,0,0,0,0,0,0,0,0,0,-3.337440318906895,-1.0751749476616796,-1.791566889295764,-0.4476448365236135,2.7635593640947462,1.6530828214056144
10,1970-10-07,2,3-0,27,3,0,0,0,3,2,1,0,4,3,3,3,3,0,0,0,0,0,6,8,6,22,29,-5.1495550859451376,-1.358685390135186,-8.524195218073997,-25.3046513727922,1.8426381912234493,1.276495379447281
10,1970-10-07,22,3-0,28,3,0,0,3,1,1,1,1,3,10,4,8,14,6,12,-6,-6,0,4,2,1,13,8,-21.343510168217016,-8.544609046572837,-11.496549238819142,-13.921070559959489,1.6881777510716434,0.8404488998349825
10,1970-10-07,55,1-1,13,1,1,1,1,2,2,2,3,0,5,9,6,4,4,4,2,0,2,12,9,3,33,28,8.150259759271771,-8.372098521734268,-12.690904460327296,-6.646992605231188,2.945673305578869,0.8039192662602069
10,1970-10-07,52,6-1,14,6,1,0,2,1,2,2,1,2,7,7,18,5,13,10,13,3,10,5,5,2,14,18,-18.162163600773773,-7.756792218472718,-11.36318849535362,-28.10574484672043,1.3611278913379434,0.8745042290770922
10,1970-10-07,16,2-0,18,2,0,0,3,1,1,1,2,2,10,5,3,11,5,8,-8,-3,-5,5,2,0,19,10,7.421131605831135,-5.455691023301332,-6.599725711009379,-21.03673031634242,2.418919198754094,1.1720142833900749
10,1970-10-07,10,3-1,1,3,1,0,3,1,1,3,0,2,10,9,18,0,2,3,18,-1,19,8,5,2,31,20,-13.888705141875276,-4.477059828996482,-0.5919789510584182,-38.34696605140995,1.2013256197845863,1.5288029011640911
10,1970-10-07,33,1-0,37,1,0,0,1,1,3,1,2,2,4,5,6,10,4,15,-4,-11,7,1,0,0,2,0,-19.356258626511057,-8.013076515746581,-14.170834174302176,-16.578173772361726,1.6671735216604513,0.7653361435591527
10,1970-10-07,32,1-0,30,1,0,0,1,2,2,3,1,1,5,10,0,0,6,6,0,0,0,1,0,0,2,1,-5.298365750936167,-5.213232226115257,-6.042106126979078,-8.392084402373769,2.4162901993721007,1.209789266364574
11,1970-10-10,13,3-1,30,3,1,0,1,1,3,2,1,2,4,7,5,6,6,8,-1,-2,1,5,1,5,26,14,8.180140150576799,-8.314140612564811,-7.669880619058395,-3.7558747237450816,3.044336737552865,0.998575539842848
11,1970-10-10,1,4-1,38,4,1,0,3,0,2,3,1,1,9,10,4,3,0,0,1,0,1,1,1,1,4,4,-2.4989539901326223,-1.3043595565075068,-11.119086830992696,-22.345928378377057,2.0297246726853766,1.1549152604908786
11,1970-10-10,36,1-1,53,1,1,1,1,1,3,2,1,2,4,7,0,0,5,2,0,3,-3,0,0,1,3,3,-8.532375199615078,-0.531898507313547,-6.563206904304119,-25.257505547274526,1.7348698547023758,1.4192339564965544
11,1970-10-10,12,3-1,17,3,1,0,1,4,0,4,0,1,7,12,5,9,0,0,-4,0,-4,3,1,1,17,4,-6.653888126950129,-5.46821373295855,-10.043406800918529,-23.758035559148546,1.84402232503023,1.018368211714768
11,1970-10-10,26,1-1,56,1,1,1,0,0,5,1,3,1,0,6,1,6,6,12,-5,-6,1,4,2,6,20,15,-8.490546822286754,-2.789873583126842,-6.904329706295242,-14.619614186104371,2.0888205410955147,1.285852330618382
11,1970-10-10,10,0-0,33,0,0,1,3,1,1,2,1,2,10,7,11,0,0,0,11,0,11,4,1,2,13,10,-16.156368536154783,-9.605741875031487,-2.091477087396683,0.2528742480427597,2.3386703521838728,1.1888244234384318
11,1970-10-10,8,0-3,23,0,3,2,3,0,2,3,1,1,9,10,3,10,2,9,-7,-7,0,3,1,0,7,5,0.2080916693576198,-7.824989650790143,-9.341110531070692,-26.08316334207245,1.994881248443417,0.9503185753640848
11,1970-10-10,17,0-0,34,0,0,1,1,2,2,2,0,3,5,6,7,4,6,7,3,-1,4,5,0,1,13,4,5.66362306467693,-6.205833293867613,-12.580725222152031,-37.105583551439935,1.8104286757444408,0.8870958247802152
11,1970-10-10,27,2-0,2,2,0,0,1,0,4,1,3,1,3,6,5,6,0,9,-1,-9,8,9,9,6,34,32,-11.721291349839191,-4.422776910234202,-5.903071757690401,-29.69935235103153,1.5003001821282236,1.2547040592532233
12,1970-10-24,2,2-0,9,2,0,0,1,2,2,2,0,3,5,6,4,2,0,0,2,0,2,3,6,5,15,19,-3.3272785661290127,-5.275242128938347,-11.922842613586916,-27.5154920091288,1.8299388408474968,0.9490379898596396
12,1970-10-24,22,2-0,1,2,0,0,3,1,1,3,0,2,10,9,8,15,3,3,-7,0,-7,5,1,3,18,9,-5.6130170939064445,-1.7359942763586236,-6.176364399241505,-5.081101108150025,2.5216126581913985,1.3764038238104208
12,1970-10-24,29,1-1,37,1,1,1,2,0,3,1,2,2,6,5,7,7,4,17,0,-13,13,1,0,1,3,2,-13.99943686157569,-4.633364377279562,-14.66062428661267,-15.346777691376564,1.879049076673468,0.867989000320437
12,1970-10-24,37,0-4,11,0,4,2,3,0,2,3,1,1,9,10,0,0,15,4,0,11,-11,0,1,1,1,6,-21.72201691722026,-8.793030500680848,-0.9303955207330166,-38.53297044375478,1.00761643753778,1.284400176027789
12,1970-10-24,33,1-1,13,1,1,1,2,1,2,2,3,0,7,9,5,8,4,6,-3,-2,-1,1,4,2,10,17,-17.810775598906584,-8.015279810346051,-7.349776538115989,-20.49987076784264,1.5937402086344157,1.0245679970529402
12,1970-10-24,16,4-1,27,4,1,0,3,0,2,0,1,4,9,1,4,10,0,0,-6,0,-6,5,0,1,12,2,-8.690210795582455,-6.292377524316665,-12.034409059638634,-14.556876795401724,2.084137778523979,0.904691590920062
12,1970-10-24,32,3-0,14,3,0,0,1,2,2,2,1,2,5,7,0,0,12,9,0,3,-3,0,2,0,2,4,-18.62318665997893,-8.239296001192647,-12.565419200799743,-6.5968002661005904,2.01701501924643,0.8130297332077911
12,1970-10-24,52,2-1,18,2,1,0,2,2,1,1,2,2,8,5,15,6,9,6,9,3,6,9,5,6,34,27,7.740733634006687,-5.802117192188325,-1.5695512360482962,0.6947005311354529,3.176918284278827,1.4046501898028427
12,1970-10-24,55,0-0,28,0,0,1,1,4,0,2,0,3,7,6,6,5,6,14,1,-8,9,7,0,4,28,12,-2.657381824276374,-0.972632520658221,1.1104689802517669,-35.618093967342375,1.594814531820793,1.8304509987004045
7,1970-10-27,13,0-1,56,0,1,2,2,0,3,1,4,0,6,7,3,2,9,11,1,-2,3,7,2,1,20,15,0.7609201070998238,-7.8103047225897075,-6.831502931304637,-25.936450536604266,2.0185199973297308,1.055571729454687
3,1970-10-28,26,3-2,33,3,2,0,0,1,4,2,2,1,1,8,6,11,0,0,-5,0,-5,1,0,0,1,0,-8.936563215299596,-0.6558164624739111,-8.308936320172473,-6.568532176718279,2.3526250571994187,1.3224470034425977
3,1970-10-28,33,0-0,2,0,0,1,2,2,1,2,2,1,8,8,5,5,4,6,0,-2,2,0,1,0,1,2,-21.726206057318034,-8.87709403540767,-6.706041338141907,-29.237680552491867,1.2342787107936477,1.0153532271414472
13,1970-10-29,10,3-0,23,3,0,0,3,1,1,4,1,0,10,13,12,2,2,8,10,-6,16,7,3,3,35,17,6.505715193350435,-8.609301433993883,-9.938292915284071,-24.2211874972816,2.2753423985551238,0.8962074181775012
13,1970-10-31,37,2-2,33,2,2,1,2,0,3,2,1,2,6,7,0,0,0,0,0,0,0,0,2,0,0,3,6.317902825901845,-6.172460867074656,-7.0872658531061,-15.625573603170803,2.57034362889057,1.1167131854248575
13,1970-10-31,36,0-1,14,0,1,2,0,3,2,2,0,3,3,6,0,0,12,9,0,3,-3,0,0,0,0,0,-11.446449925155488,-4.793644677371632,-12.508470240956376,-36.00654065985098,1.3283582628971664,0.9448820093413078
13,1970-10-31,12,4-1,53,4,1,0,2,3,0,2,2,1,9,8,9,6,5,3,3,2,1,3,5,8,16,16,-15.242615536964724,-9.661554950461644,-7.3558342106485135,-30.378028521274874,1.379238060704406,0.9562899772445176
13,1970-10-31,17,1-3,30,1,3,2,0,2,3,1,1,3,2,4,7,6,5,6,1,-1,2,4,3,8,23,18,-8.580498543630055,-0.4555440834237648,-10.695129164989345,-25.461724599840668,1.7268370601224938,1.2147917654458371
13,1970-10-31,8,3-0,56,3,0,0,1,0,4,2,3,0,3,9,4,11,6,12,-7,-6,-1,3,1,2,14,8,-3.5345506411446967,-0.3313531784314052,-7.875324552228429,-5.9704235853540375,2.563411193168112,1.3611771355445306
13,1970-10-31,26,2-0,34,2,0,0,1,1,3,1,3,1,4,6,3,7,3,7,-4,-4,0,4,3,3,21,9,-7.668124484126299,-5.769224909273053,-9.30931604343679,-25.154535863772782,1.7658198205478823,1.0367686311114397
13,1970-10-31,1,0-0,2,0,0,1,3,0,2,2,2,1,9,8,1,2,1,7,-1,-6,5,13,6,9,45,38,-9.089412337215483,-2.874366348417302,-7.05721785052842,-4.639119869429506,2.414952718172236,1.2740873332031353
13,1970-10-31,27,1-0,17,1,0,0,1,1,3,4,0,1,4,12,7,7,0,0,0,0,0,4,8,9,27,31,-3.615329063336393,-0.7589859662376488,-6.86706702146288,-27.80135767530292,1.811249798882662,1.391316872795408
14,1970-11-06,33,3-2,28,3,2,0,1,3,1,2,1,2,6,7,2,10,5,15,-8,-10,2,5,0,1,12,6,-22.40507546490773,-9.177214036955966,-15.21610887143074,-17.082827887405923,1.5580038288857931,0.6937380012685963
14,1970-11-07,13,3-0,18,3,0,0,2,0,3,0,1,4,6,1,5,6,9,7,-1,2,-3,8,3,1,27,15,-5.349897809346159,-2.142834286998113,-11.973414793550129,-15.55850981621742,2.1645036869378567,1.0785286246162733
14,1970-11-07,22,2-0,38,2,0,0,4,0,1,2,1,2,12,7,6,15,0,0,-9,0,-9,2,0,0,7,0,7.0934132099866485,-6.217306316396149,2.498909416460586,-37.091540358375134,1.8575907075006224,1.6044099920289547
14,1970-11-07,2,0-3,11,0,3,2,2,2,1,3,1,1,8,10,1,2,12,4,-1,8,-9,5,12,4,30,40,-16.487301293803412,-8.022541664759343,-2.468481438169757,-0.3926522386761312,2.304512375179361,1.2466420927348103
14,1970-11-07,55,1-1,1,1,1,1,1,3,1,2,1,2,6,7,2,5,4,3,-3,1,-4,9,1,3,32,12,-9.286500729951443,-6.264206086913382,-1.1124023360782118,-38.54000725723914,1.3181348290712622,1.404390524705686
14,1970-11-07,52,3-3,27,3,3,1,2,1,2,2,1,2,7,7,12,6,0,0,6,0,6,8,7,2,31,26,-0.3492922483527584,-7.826730718079904,-11.890228593093727,-27.35837279795505,1.9334094824698151,0.8523120560161174
