season,location,matchday_nr,home_team_name,away_team_name,goals_home,goals_away,draw,win_home,win_away,away_team_id,home_team_id,date,time
2005-2006,München,1.0,FC Bayern München,Borussia Mönchengladbach,3,0,0.0,1.0,0.0,87.0,40.0,2005-08-05,20:30:00
2005-2006,Köln,1.0,1. FC Köln,1. FSV Mainz 05,1,0,0.0,1.0,0.0,81.0,65.0,2005-08-06,15:30:00
2005-2006,Duisburg,1.0,MSV Duisburg,VfB Stuttgart,1,1,1.0,0.0,0.0,16.0,107.0,2005-08-06,15:30:00
2005-2006,Hamburg,1.0,Hamburger SV,1. FC Nürnberg,3,0,0.0,1.0,0.0,79.0,100.0,2005-08-06,15:30:00
2005-2006,Wolfsburg,1.0,VfL Wolfsburg,Borussia Dortmund,2,2,1.0,0.0,0.0,7.0,131.0,2005-08-06,15:30:00
2005-2006,Bremen,1.0,Werder Bremen,Arminia Bielefeld,5,2,0.0,1.0,0.0,83.0,134.0,2005-08-06,15:30:00
2005-2006,Hannover,1.0,Hannover 96,Hertha BSC,2,2,1.0,0.0,0.0,54.0,55.0,2005-08-06,15:30:00
2005-2006,Gelsenkirchen,1.0,FC Schalke 04,1. FC Kaiserslautern,2,1,0.0,1.0,0.0,76.0,9.0,2005-08-07,17:30:00
2005-2006,Frankfurt,1.0,Eintracht Frankfurt,Bayer Leverkusen,1,4,0.0,0.0,1.0,6.0,91.0,2005-08-07,17:30:00
2005-2006,Leverkusen,2.0,Bayer Leverkusen,FC Bayern München,2,5,0.0,0.0,1.0,40.0,6.0,2005-08-13,15:30:00
2005-2006,Gladbach,2.0,Borussia Mönchengladbach,VfL Wolfsburg,1,1,1.0,0.0,0.0,131.0,87.0,2005-08-13,15:30:00
2005-2006,Dortmund,2.0,Borussia Dortmund,FC Schalke 04,1,2,0.0,0.0,1.0,9.0,7.0,2005-08-13,15:30:00
2005-2006,Berlin,2.0,Hertha BSC,Eintracht Frankfurt,2,0,0.0,1.0,0.0,91.0,54.0,2005-08-13,15:30:00
2005-2006,Kaiserslautern,2.0,1. FC Kaiserslautern,MSV Duisburg,5,3,0.0,1.0,0.0,107.0,76.0,2005-08-13,15:30:00
2005-2006,Nürnberg,2.0,1. FC Nürnberg,Hannover 96,1,1,1.0,0.0,0.0,55.0,79.0,2005-08-13,15:30:00
2005-2006,Bielefeld,2.0,Arminia Bielefeld,Hamburger SV,0,2,0.0,0.0,1.0,100.0,83.0,2005-08-13,15:30:00
2005-2006,Stuttgart,2.0,VfB Stuttgart,1. FC Köln,2,3,0.0,0.0,1.0,65.0,16.0,2005-08-14,17:30:00
2005-2006,Mainz,2.0,1. FSV Mainz 05,Werder Bremen,0,2,0.0,0.0,1.0,134.0,81.0,2005-08-14,17:30:00
2005-2006,Köln,3.0,1. FC Köln,1. FC Kaiserslautern,2,3,0.0,0.0,1.0,76.0,65.0,2005-08-27,15:30:00
2005-2006,Gelsenkirchen,3.0,FC Schalke 04,Borussia Mönchengladbach,1,1,1.0,0.0,0.0,87.0,9.0,2005-08-27,15:30:00
2005-2006,Hamburg,3.0,Hamburger SV,Hannover 96,1,1,1.0,0.0,0.0,55.0,100.0,2005-08-27,15:30:00
2005-2006,Wolfsburg,3.0,VfL Wolfsburg,Bayer Leverkusen,2,1,0.0,1.0,0.0,6.0,131.0,2005-08-27,15:30:00
2005-2006,Bremen,3.0,Werder Bremen,VfB Stuttgart,1,1,1.0,0.0,0.0,16.0,134.0,2005-08-27,15:30:00
2005-2006,München,3.0,FC Bayern München,Hertha BSC,3,0,0.0,1.0,0.0,54.0,40.0,2005-08-27,15:30:00
2005-2006,Frankfurt,3.0,Eintracht Frankfurt,1. FC Nürnberg,1,0,0.0,1.0,0.0,79.0,91.0,2005-08-27,15:30:00
2005-2006,Duisburg,3.0,MSV Duisburg,Borussia Dortmund,1,1,1.0,0.0,0.0,7.0,107.0,2005-08-28,17:30:00
2005-2006,Bielefeld,3.0,Arminia Bielefeld,1. FSV Mainz 05,2,0,0.0,1.0,0.0,81.0,83.0,2005-08-28,17:30:00
2005-2006,Leverkusen,4.0,Bayer Leverkusen,FC Schalke 04,1,1,1.0,0.0,0.0,9.0,6.0,2005-09-10,15:30:00
2005-2006,Gladbach,4.0,Borussia Mönchengladbach,MSV Duisburg,2,1,0.0,1.0,0.0,107.0,87.0,2005-09-10,15:30:00
2005-2006,Kaiserslautern,4.0,1. FC Kaiserslautern,Werder Bremen,1,5,0.0,0.0,1.0,134.0,76.0,2005-09-10,15:30:00
2005-2006,Nürnberg,4.0,1. FC Nürnberg,FC Bayern München,1,2,0.0,0.0,1.0,40.0,79.0,2005-09-10,15:30:00
2005-2006,Stuttgart,4.0,VfB Stuttgart,Arminia Bielefeld,1,1,1.0,0.0,0.0,83.0,16.0,2005-09-10,15:30:00
2005-2006,Mainz,4.0,1. FSV Mainz 05,Hamburger SV,1,3,0.0,0.0,1.0,100.0,81.0,2005-09-10,15:30:00
2005-2006,Hannover,4.0,Hannover 96,Eintracht Frankfurt,2,0,0.0,1.0,0.0,91.0,55.0,2005-09-10,15:30:00
2005-2006,Dortmund,4.0,Borussia Dortmund,1. FC Köln,2,1,0.0,1.0,0.0,65.0,7.0,2005-09-11,17:30:00
2005-2006,Berlin,4.0,Hertha BSC,VfL Wolfsburg,3,0,0.0,1.0,0.0,131.0,54.0,2005-09-11,17:30:00
2005-2006,Köln,5.0,1. FC Köln,Borussia Mönchengladbach,2,1,0.0,1.0,0.0,87.0,65.0,2005-09-17,15:30:00
2005-2006,Hamburg,5.0,Hamburger SV,Eintracht Frankfurt,1,1,1.0,0.0,0.0,91.0,100.0,2005-09-17,15:30:00
2005-2006,Wolfsburg,5.0,VfL Wolfsburg,1. FC Nürnberg,1,1,1.0,0.0,0.0,79.0,131.0,2005-09-17,15:30:00
2005-2006,Bremen,5.0,Werder Bremen,Borussia Dortmund,3,2,0.0,1.0,0.0,7.0,134.0,2005-09-17,15:30:00
2005-2006,München,5.0,FC Bayern München,Hannover 96,1,0,0.0,1.0,0.0,55.0,40.0,2005-09-17,15:30:00
2005-2006,Mainz,5.0,1. FSV Mainz 05,VfB Stuttgart,1,2,0.0,0.0,1.0,16.0,81.0,2005-09-17,15:30:00
2005-2006,Bielefeld,5.0,Arminia Bielefeld,1. FC Kaiserslautern,0,0,1.0,0.0,0.0,76.0,83.0,2005-09-17,15:30:00
2005-2006,Duisburg,5.0,MSV Duisburg,Bayer Leverkusen,1,3,0.0,0.0,1.0,6.0,107.0,2005-09-18,17:30:00
2005-2006,Gelsenkirchen,5.0,FC Schalke 04,Hertha BSC,0,0,1.0,0.0,0.0,54.0,9.0,2005-09-18,17:30:00
2005-2006,Gladbach,6.0,Borussia Mönchengladbach,Werder Bremen,2,1,0.0,1.0,0.0,134.0,87.0,2005-09-20,20:00:00
2005-2006,Dortmund,6.0,Borussia Dortmund,Arminia Bielefeld,2,0,0.0,1.0,0.0,83.0,7.0,2005-09-20,20:00:00
2005-2006,Frankfurt,6.0,Eintracht Frankfurt,FC Bayern München,0,1,0.0,0.0,1.0,40.0,91.0,2005-09-20,20:00:00
2005-2006,Hannover,6.0,Hannover 96,VfL Wolfsburg,2,4,0.0,0.0,1.0,131.0,55.0,2005-09-20,20:00:00
2005-2006,Leverkusen,6.0,Bayer Leverkusen,1. FC Köln,2,1,0.0,1.0,0.0,65.0,6.0,2005-09-21,20:00:00
2005-2006,Berlin,6.0,Hertha BSC,MSV Duisburg,3,2,0.0,1.0,0.0,107.0,54.0,2005-09-21,20:00:00
2005-2006,Kaiserslautern,6.0,1. FC Kaiserslautern,1. FSV Mainz 05,0,2,0.0,0.0,1.0,81.0,76.0,2005-09-21,20:00:00
2005-2006,Nürnberg,6.0,1. FC Nürnberg,FC Schalke 04,1,1,1.0,0.0,0.0,9.0,79.0,2005-09-21,20:00:00
2005-2006,Stuttgart,6.0,VfB Stuttgart,Hamburger SV,1,2,0.0,0.0,1.0,100.0,16.0,2005-09-21,20:00:00
2005-2006,Duisburg,7.0,MSV Duisburg,1. FC Nürnberg,1,0,0.0,1.0,0.0,79.0,107.0,2005-09-24,15:30:00
2005-2006,Gelsenkirchen,7.0,FC Schalke 04,Hannover 96,2,0,0.0,1.0,0.0,55.0,9.0,2005-09-24,15:30:00
2005-2006,Hamburg,7.0,Hamburger SV,FC Bayern München,2,0,0.0,1.0,0.0,40.0,100.0,2005-09-24,15:30:00
2005-2006,Wolfsburg,7.0,VfL Wolfsburg,Eintracht Frankfurt,1,0,0.0,1.0,0.0,91.0,131.0,2005-09-24,15:30:00
2005-2006,Bremen,7.0,Werder Bremen,Bayer Leverkusen,2,1,0.0,1.0,0.0,6.0,134.0,2005-09-24,15:30:00
2005-2006,Mainz,7.0,1. FSV Mainz 05,Borussia Dortmund,1,1,1.0,0.0,0.0,7.0,81.0,2005-09-24,15:30:00
2005-2006,Bielefeld,7.0,Arminia Bielefeld,Borussia Mönchengladbach,0,2,0.0,0.0,1.0,87.0,83.0,2005-09-24,15:30:00
2005-2006,Köln,7.0,1. FC Köln,Hertha BSC,0,1,0.0,0.0,1.0,54.0,65.0,2005-09-25,17:30:00
2005-2006,Stuttgart,7.0,VfB Stuttgart,1. FC Kaiserslautern,1,0,0.0,1.0,0.0,76.0,16.0,2005-09-25,17:30:00
2005-2006,Leverkusen,8.0,Bayer Leverkusen,Arminia Bielefeld,1,1,1.0,0.0,0.0,83.0,6.0,2005-10-01,15:30:00
2005-2006,Gladbach,8.0,Borussia Mönchengladbach,1. FSV Mainz 05,1,0,0.0,1.0,0.0,81.0,87.0,2005-10-01,15:30:00
2005-2006,Berlin,8.0,Hertha BSC,Werder Bremen,1,2,0.0,0.0,1.0,134.0,54.0,2005-10-01,15:30:00
2005-2006,Nürnberg,8.0,1. FC Nürnberg,1. FC Köln,2,1,0.0,1.0,0.0,65.0,79.0,2005-10-01,15:30:00
2005-2006,München,8.0,FC Bayern München,VfL Wolfsburg,2,0,0.0,1.0,0.0,131.0,40.0,2005-10-01,15:30:00
2005-2006,Frankfurt,8.0,Eintracht Frankfurt,FC Schalke 04,0,1,0.0,0.0,1.0,9.0,91.0,2005-10-01,15:30:00
2005-2006,Hannover,8.0,Hannover 96,MSV Duisburg,1,1,1.0,0.0,0.0,107.0,55.0,2005-10-01,15:30:00
2005-2006,Dortmund,8.0,Borussia Dortmund,VfB Stuttgart,0,0,1.0,0.0,0.0,16.0,7.0,2005-10-02,17:30:00
2005-2006,Kaiserslautern,8.0,1. FC Kaiserslautern,Hamburger SV,0,3,0.0,0.0,1.0,100.0,76.0,2005-10-02,17:30:00
2005-2006,Gelsenkirchen,9.0,FC Schalke 04,FC Bayern München,1,1,1.0,0.0,0.0,40.0,9.0,2005-10-15,15:30:00
2005-2006,Hamburg,9.0,Hamburger SV,VfL Wolfsburg,0,1,0.0,0.0,1.0,131.0,100.0,2005-10-15,15:30:00
2005-2006,Kaiserslautern,9.0,1. FC Kaiserslautern,Borussia Dortmund,3,3,1.0,0.0,0.0,7.0,76.0,2005-10-15,15:30:00
2005-2006,Bremen,9.0,Werder Bremen,1. FC Nürnberg,6,2,0.0,1.0,0.0,79.0,134.0,2005-10-15,15:30:00
2005-2006,Stuttgart,9.0,VfB Stuttgart,Borussia Mönchengladbach,1,1,1.0,0.0,0.0,87.0,16.0,2005-10-15,15:30:00
2005-2006,Mainz,9.0,1. FSV Mainz 05,Bayer Leverkusen,3,1,0.0,1.0,0.0,6.0,81.0,2005-10-15,15:30:00
2005-2006,Bielefeld,9.0,Arminia Bielefeld,Hertha BSC,3,0,0.0,1.0,0.0,54.0,83.0,2005-10-15,15:30:00
2005-2006,Köln,9.0,1. FC Köln,Hannover 96,1,4,0.0,0.0,1.0,55.0,65.0,2005-10-16,17:30:00
2005-2006,Duisburg,9.0,MSV Duisburg,Eintracht Frankfurt,0,1,0.0,0.0,1.0,91.0,107.0,2005-10-16,17:30:00
2005-2006,Gladbach,10.0,Borussia Mönchengladbach,1. FC Kaiserslautern,4,1,0.0,1.0,0.0,76.0,87.0,2005-10-22,15:30:00
2005-2006,Berlin,10.0,Hertha BSC,1. FSV Mainz 05,3,1,0.0,1.0,0.0,81.0,54.0,2005-10-22,15:30:00
2005-2006,Wolfsburg,10.0,VfL Wolfsburg,FC Schalke 04,0,0,1.0,0.0,0.0,9.0,131.0,2005-10-22,15:30:00
2005-2006,Nürnberg,10.0,1. FC Nürnberg,Arminia Bielefeld,2,3,0.0,0.0,1.0,83.0,79.0,2005-10-22,15:30:00
2005-2006,München,10.0,FC Bayern München,MSV Duisburg,4,0,0.0,1.0,0.0,107.0,40.0,2005-10-22,15:30:00
2005-2006,Frankfurt,10.0,Eintracht Frankfurt,1. FC Köln,6,3,0.0,1.0,0.0,65.0,91.0,2005-10-22,15:30:00
2005-2006,Hannover,10.0,Hannover 96,Werder Bremen,0,0,1.0,0.0,0.0,134.0,55.0,2005-10-22,15:30:00
2005-2006,Leverkusen,10.0,Bayer Leverkusen,VfB Stuttgart,1,1,1.0,0.0,0.0,16.0,6.0,2005-10-23,17:30:00
2005-2006,Dortmund,10.0,Borussia Dortmund,Hamburger SV,1,1,1.0,0.0,0.0,100.0,7.0,2005-10-23,17:30:00
2005-2006,Köln,11.0,1. FC Köln,FC Bayern München,1,2,0.0,0.0,1.0,40.0,65.0,2005-10-29,15:30:00
2005-2006,Duisburg,11.0,MSV Duisburg,VfL Wolfsburg,1,0,0.0,1.0,0.0,131.0,107.0,2005-10-29,15:30:00
2005-2006,Dortmund,11.0,Borussia Dortmund,Borussia Mönchengladbach,2,1,0.0,1.0,0.0,87.0,7.0,2005-10-29,15:30:00
2005-2006,Hamburg,11.0,Hamburger SV,FC Schalke 04,1,0,0.0,1.0,0.0,9.0,100.0,2005-10-29,15:30:00
2005-2006,Kaiserslautern,11.0,1. FC Kaiserslautern,Bayer Leverkusen,2,2,1.0,0.0,0.0,6.0,76.0,2005-10-29,15:30:00
2005-2006,Bremen,11.0,Werder Bremen,Eintracht Frankfurt,4,1,0.0,1.0,0.0,91.0,134.0,2005-10-29,15:30:00
2005-2006,Stuttgart,11.0,VfB Stuttgart,Hertha BSC,3,3,1.0,0.0,0.0,54.0,16.0,2005-10-29,15:30:00
2005-2006,Mainz,11.0,1. FSV Mainz 05,1. FC Nürnberg,4,1,0.0,1.0,0.0,79.0,81.0,2005-10-30,17:30:00
2005-2006,Bielefeld,11.0,Arminia Bielefeld,Hannover 96,4,1,0.0,1.0,0.0,55.0,83.0,2005-10-30,17:30:00
2005-2006,Leverkusen,12.0,Bayer Leverkusen,Borussia Dortmund,2,1,0.0,1.0,0.0,7.0,6.0,2005-11-05,15:30:00
2005-2006,Gelsenkirchen,12.0,FC Schalke 04,MSV Duisburg,3,0,0.0,1.0,0.0,107.0,9.0,2005-11-05,15:30:00
2005-2006,Berlin,12.0,Hertha BSC,1. FC Kaiserslautern,3,0,0.0,1.0,0.0,76.0,54.0,2005-11-05,15:30:00
2005-2006,Wolfsburg,12.0,VfL Wolfsburg,1. FC Köln,1,1,1.0,0.0,0.0,65.0,131.0,2005-11-05,15:30:00
2005-2006,München,12.0,FC Bayern München,Werder Bremen,3,1,0.0,1.0,0.0,134.0,40.0,2005-11-05,15:30:00
2005-2006,Frankfurt,12.0,Eintracht Frankfurt,Arminia Bielefeld,3,0,0.0,1.0,0.0,83.0,91.0,2005-11-05,15:30:00
2005-2006,Hannover,12.0,Hannover 96,1. FSV Mainz 05,2,2,1.0,0.0,0.0,81.0,55.0,2005-11-05,15:30:00
2005-2006,Gladbach,12.0,Borussia Mönchengladbach,Hamburger SV,0,0,1.0,0.0,0.0,100.0,87.0,2005-11-06,17:30:00
2005-2006,Nürnberg,12.0,1. FC Nürnberg,VfB Stuttgart,0,1,0.0,0.0,1.0,16.0,79.0,2005-11-06,17:30:00
2005-2006,Köln,13.0,1. FC Köln,FC Schalke 04,2,2,1.0,0.0,0.0,9.0,65.0,2005-11-19,15:30:00
2005-2006,Gladbach,13.0,Borussia Mönchengladbach,Bayer Leverkusen,1,1,1.0,0.0,0.0,6.0,87.0,2005-11-19,15:30:00
2005-2006,Dortmund,13.0,Borussia Dortmund,Hertha BSC,2,0,0.0,1.0,0.0,54.0,7.0,2005-11-19,15:30:00
2005-2006,Kaiserslautern,13.0,1. FC Kaiserslautern,1. FC Nürnberg,1,3,0.0,0.0,1.0,79.0,76.0,2005-11-19,15:30:00
2005-2006,Bremen,13.0,Werder Bremen,VfL Wolfsburg,6,1,0.0,1.0,0.0,131.0,134.0,2005-11-19,15:30:00
2005-2006,Mainz,13.0,1. FSV Mainz 05,Eintracht Frankfurt,2,2,1.0,0.0,0.0,91.0,81.0,2005-11-19,15:30:00
2005-2006,Bielefeld,13.0,Arminia Bielefeld,FC Bayern München,1,2,0.0,0.0,1.0,40.0,83.0,2005-11-19,15:30:00
2005-2006,Hamburg,13.0,Hamburger SV,MSV Duisburg,2,0,0.0,1.0,0.0,107.0,100.0,2005-11-20,17:30:00
2005-2006,Stuttgart,13.0,VfB Stuttgart,Hannover 96,2,2,1.0,0.0,0.0,55.0,16.0,2005-11-20,17:30:00
2005-2006,Leverkusen,14.0,Bayer Leverkusen,Hamburger SV,0,1,0.0,0.0,1.0,100.0,6.0,2005-11-26,15:30:00
2005-2006,Gelsenkirchen,14.0,FC Schalke 04,Werder Bremen,2,1,0.0,1.0,0.0,134.0,9.0,2005-11-26,15:30:00
2005-2006,Wolfsburg,14.0,VfL Wolfsburg,Arminia Bielefeld,0,0,1.0,0.0,0.0,83.0,131.0,2005-11-26,15:30:00
2005-2006,Nürnberg,14.0,1. FC Nürnberg,Borussia Dortmund,1,2,0.0,0.0,1.0,7.0,79.0,2005-11-26,15:30:00
2005-2006,München,14.0,FC Bayern München,1. FSV Mainz 05,2,1,0.0,1.0,0.0,81.0,40.0,2005-11-26,15:30:00
2005-2006,Hannover,14.0,Hannover 96,1. FC Kaiserslautern,5,1,0.0,1.0,0.0,76.0,55.0,2005-11-26,15:30:00
2005-2006,Berlin,14.0,Hertha BSC,Borussia Mönchengladbach,2,2,1.0,0.0,0.0,87.0,54.0,2005-11-27,17:30:00
2005-2006,Frankfurt,14.0,Eintracht Frankfurt,VfB Stuttgart,1,1,1.0,0.0,0.0,16.0,91.0,2005-11-27,17:30:00
2005-2006,Gladbach,15.0,Borussia Mönchengladbach,1. FC Nürnberg,0,1,0.0,0.0,1.0,79.0,87.0,2005-12-03,15:30:00
2005-2006,Dortmund,15.0,Borussia Dortmund,Hannover 96,0,2,0.0,0.0,1.0,55.0,7.0,2005-12-03,15:30:00
2005-2006,Hamburg,15.0,Hamburger SV,1. FC Köln,3,1,0.0,1.0,0.0,65.0,100.0,2005-12-03,15:30:00
2005-2006,Bremen,15.0,Werder Bremen,MSV Duisburg,2,0,0.0,1.0,0.0,107.0,134.0,2005-12-03,15:30:00
2005-2006,Stuttgart,15.0,VfB Stuttgart,FC Bayern München,0,0,1.0,0.0,0.0,40.0,16.0,2005-12-03,15:30:00
2005-2006,Bielefeld,15.0,Arminia Bielefeld,FC Schalke 04,0,1,0.0,0.0,1.0,9.0,83.0,2005-12-03,15:30:00
2005-2006,Leverkusen,15.0,Bayer Leverkusen,Hertha BSC,1,2,0.0,0.0,1.0,54.0,6.0,2005-12-04,17:30:00
2005-2006,Mainz,15.0,1. FSV Mainz 05,VfL Wolfsburg,5,1,0.0,1.0,0.0,131.0,81.0,2005-12-04,17:30:00
2005-2006,Duisburg,14.0,MSV Duisburg,1. FC Köln,1,1,1.0,0.0,0.0,65.0,107.0,2005-12-06,18:00:00
2005-2006,Duisburg,16.0,MSV Duisburg,Arminia Bielefeld,1,1,1.0,0.0,0.0,83.0,107.0,2005-12-10,15:30:00
2005-2006,Gelsenkirchen,16.0,FC Schalke 04,1. FSV Mainz 05,1,0,0.0,1.0,0.0,81.0,9.0,2005-12-10,15:30:00
2005-2006,Hamburg,16.0,Hamburger SV,Hertha BSC,2,1,0.0,1.0,0.0,54.0,100.0,2005-12-10,15:30:00
2005-2006,Wolfsburg,16.0,VfL Wolfsburg,VfB Stuttgart,0,1,0.0,0.0,1.0,16.0,131.0,2005-12-10,15:30:00
2005-2006,Nürnberg,16.0,1. FC Nürnberg,Bayer Leverkusen,1,1,1.0,0.0,0.0,6.0,79.0,2005-12-10,15:30:00
2005-2006,Frankfurt,16.0,Eintracht Frankfurt,Borussia Dortmund,2,0,0.0,1.0,0.0,7.0,91.0,2005-12-10,15:30:00
2005-2006,Hannover,16.0,Hannover 96,Borussia Mönchengladbach,1,1,1.0,0.0,0.0,87.0,55.0,2005-12-10,15:30:00
2005-2006,Köln,16.0,1. FC Köln,Werder Bremen,1,4,0.0,0.0,1.0,134.0,65.0,2005-12-11,17:30:00
2005-2006,München,16.0,FC Bayern München,1. FC Kaiserslautern,2,1,0.0,1.0,0.0,76.0,40.0,2005-12-11,17:30:00
2005-2006,Kaiserslautern,15.0,1. FC Kaiserslautern,Eintracht Frankfurt,1,2,0.0,0.0,1.0,91.0,76.0,2005-12-14,18:00:00
2005-2006,Leverkusen,17.0,Bayer Leverkusen,Hannover 96,0,0,1.0,0.0,0.0,55.0,6.0,2005-12-17,15:30:00
2005-2006,Gladbach,17.0,Borussia Mönchengladbach,Eintracht Frankfurt,4,3,0.0,1.0,0.0,91.0,87.0,2005-12-17,15:30:00
2005-2006,Dortmund,17.0,Borussia Dortmund,FC Bayern München,1,2,0.0,0.0,1.0,40.0,7.0,2005-12-17,15:30:00
2005-2006,Kaiserslautern,17.0,1. FC Kaiserslautern,VfL Wolfsburg,3,2,0.0,1.0,0.0,131.0,76.0,2005-12-17,15:30:00
2005-2006,Stuttgart,17.0,VfB Stuttgart,FC Schalke 04,2,0,0.0,1.0,0.0,9.0,16.0,2005-12-17,15:30:00
2005-2006,Mainz,17.0,1. FSV Mainz 05,MSV Duisburg,1,1,1.0,0.0,0.0,107.0,81.0,2005-12-17,15:30:00
2005-2006,Bielefeld,17.0,Arminia Bielefeld,1. FC Köln,3,2,0.0,1.0,0.0,65.0,83.0,2005-12-17,15:30:00
2005-2006,Berlin,17.0,Hertha BSC,1. FC Nürnberg,1,1,1.0,0.0,0.0,79.0,54.0,2005-12-18,17:30:00
2005-2006,Bremen,17.0,Werder Bremen,Hamburger SV,1,1,1.0,0.0,0.0,100.0,134.0,2005-12-18,17:30:00
2005-2006,Gladbach,18.0,Borussia Mönchengladbach,FC Bayern München,1,3,0.0,0.0,1.0,40.0,87.0,2006-01-27,20:30:00
2005-2006,Mainz,18.0,1. FSV Mainz 05,1. FC Köln,4,2,0.0,1.0,0.0,65.0,81.0,2006-01-28,15:30:00
2005-2006,Stuttgart,18.0,VfB Stuttgart,MSV Duisburg,0,1,0.0,0.0,1.0,107.0,16.0,2006-01-28,15:30:00
2005-2006,Nürnberg,18.0,1. FC Nürnberg,Hamburger SV,2,1,0.0,1.0,0.0,100.0,79.0,2006-01-28,15:30:00
2005-2006,Dortmund,18.0,Borussia Dortmund,VfL Wolfsburg,3,2,0.0,1.0,0.0,131.0,7.0,2006-01-28,15:30:00
2005-2006,Leverkusen,18.0,Bayer Leverkusen,Eintracht Frankfurt,2,1,0.0,1.0,0.0,91.0,6.0,2006-01-28,15:30:00
2005-2006,Berlin,18.0,Hertha BSC,Hannover 96,1,1,1.0,0.0,0.0,55.0,54.0,2006-01-28,15:30:00
2005-2006,Kaiserslautern,18.0,1. FC Kaiserslautern,FC Schalke 04,0,2,0.0,0.0,1.0,9.0,76.0,2006-01-29,17:30:00
2005-2006,Bielefeld,18.0,Arminia Bielefeld,Werder Bremen,0,1,0.0,0.0,1.0,134.0,83.0,2006-01-29,17:30:00
2005-2006,München,19.0,FC Bayern München,Bayer Leverkusen,1,0,0.0,1.0,0.0,6.0,40.0,2006-02-04,15:30:00
2005-2006,Gelsenkirchen,19.0,FC Schalke 04,Borussia Dortmund,0,0,1.0,0.0,0.0,7.0,9.0,2006-02-04,15:30:00
2005-2006,Frankfurt,19.0,Eintracht Frankfurt,Hertha BSC,1,1,1.0,0.0,0.0,54.0,91.0,2006-02-04,15:30:00
2005-2006,Duisburg,19.0,MSV Duisburg,1. FC Kaiserslautern,2,2,1.0,0.0,0.0,76.0,107.0,2006-02-04,15:30:00
2005-2006,Köln,19.0,1. FC Köln,VfB Stuttgart,0,0,1.0,0.0,0.0,16.0,65.0,2006-02-04,15:30:00
2005-2006,Bremen,19.0,Werder Bremen,1. FSV Mainz 05,4,2,0.0,1.0,0.0,81.0,134.0,2006-02-04,15:30:00
2005-2006,Hamburg,19.0,Hamburger SV,Arminia Bielefeld,2,1,0.0,1.0,0.0,83.0,100.0,2006-02-04,15:30:00
2005-2006,Wolfsburg,19.0,VfL Wolfsburg,Borussia Mönchengladbach,2,0,0.0,1.0,0.0,87.0,131.0,2006-02-05,17:30:00
2005-2006,Hannover,19.0,Hannover 96,1. FC Nürnberg,1,1,1.0,0.0,0.0,79.0,55.0,2006-02-05,17:30:00
2005-2006,Kaiserslautern,20.0,1. FC Kaiserslautern,1. FC Köln,2,2,1.0,0.0,0.0,65.0,76.0,2006-02-07,20:00:00
2005-2006,Dortmund,20.0,Borussia Dortmund,MSV Duisburg,2,0,0.0,1.0,0.0,107.0,7.0,2006-02-07,20:00:00
2005-2006,Berlin,20.0,Hertha BSC,FC Bayern München,0,0,1.0,0.0,0.0,40.0,54.0,2006-02-07,20:00:00
2005-2006,Mainz,20.0,1. FSV Mainz 05,Arminia Bielefeld,1,1,1.0,0.0,0.0,83.0,81.0,2006-02-07,20:00:00
2005-2006,Gladbach,20.0,Borussia Mönchengladbach,FC Schalke 04,0,0,1.0,0.0,0.0,9.0,87.0,2006-02-08,20:00:00
2005-2006,Hannover,20.0,Hannover 96,Hamburger SV,2,1,0.0,1.0,0.0,100.0,55.0,2006-02-08,20:00:00
2005-2006,Leverkusen,20.0,Bayer Leverkusen,VfL Wolfsburg,4,0,0.0,1.0,0.0,131.0,6.0,2006-02-08,20:00:00
2005-2006,Stuttgart,20.0,VfB Stuttgart,Werder Bremen,0,0,1.0,0.0,0.0,134.0,16.0,2006-02-08,20:00:00
2005-2006,Nürnberg,20.0,1. FC Nürnberg,Eintracht Frankfurt,0,1,0.0,0.0,1.0,91.0,79.0,2006-02-08,20:00:00
2005-2006,Gelsenkirchen,21.0,FC Schalke 04,Bayer Leverkusen,7,4,0.0,1.0,0.0,6.0,9.0,2006-02-11,15:30:00
2005-2006,Duisburg,21.0,MSV Duisburg,Borussia Mönchengladbach,1,1,1.0,0.0,0.0,87.0,107.0,2006-02-11,15:30:00
2005-2006,Wolfsburg,21.0,VfL Wolfsburg,Hertha BSC,1,1,1.0,0.0,0.0,54.0,131.0,2006-02-11,15:30:00
2005-2006,Bremen,21.0,Werder Bremen,1. FC Kaiserslautern,0,2,0.0,0.0,1.0,76.0,134.0,2006-02-11,15:30:00
2005-2006,Bielefeld,21.0,Arminia Bielefeld,VfB Stuttgart,2,1,0.0,1.0,0.0,16.0,83.0,2006-02-11,15:30:00
2005-2006,Hamburg,21.0,Hamburger SV,1. FSV Mainz 05,1,0,0.0,1.0,0.0,81.0,100.0,2006-02-11,15:30:00
2005-2006,Frankfurt,21.0,Eintracht Frankfurt,Hannover 96,0,1,0.0,0.0,1.0,55.0,91.0,2006-02-11,15:30:00
2005-2006,Köln,21.0,1. FC Köln,Borussia Dortmund,0,0,1.0,0.0,0.0,7.0,65.0,2006-02-12,17:30:00
2005-2006,München,21.0,FC Bayern München,1. FC Nürnberg,2,1,0.0,1.0,0.0,79.0,40.0,2006-02-12,17:30:00
2005-2006,Gladbach,22.0,Borussia Mönchengladbach,1. FC Köln,2,0,0.0,1.0,0.0,65.0,87.0,2006-02-18,15:30:00
