season,location,matchday_nr,home_team_name,away_team_name,goals_home,goals_away,draw,win_home,win_away,away_team_id,home_team_id,date,time
2007-2008,Berlin,7.0,Hertha BSC,FC Hansa Rostock,1,3,0.0,0.0,1.0,102.0,54.0,2007-09-25,20:00:00
2007-2008,Wolfsburg,7.0,VfL Wolfsburg,Werder Bremen,1,1,1.0,0.0,0.0,134.0,131.0,2007-09-25,20:00:00
2007-2008,Duisburg,7.0,MSV Duisburg,FC Schalke 04,0,2,0.0,0.0,1.0,9.0,107.0,2007-09-25,20:00:00
2007-2008,Stuttgart,7.0,VfB Stuttgart,VfL Bochum,1,0,0.0,1.0,0.0,129.0,16.0,2007-09-26,20:00:00
2007-2008,München,7.0,FC Bayern München,FC Energie Cottbus,5,0,0.0,1.0,0.0,93.0,40.0,2007-09-26,20:00:00
2007-2008,Nürnberg,7.0,1. FC Nürnberg,Bayer Leverkusen,1,2,0.0,0.0,1.0,6.0,79.0,2007-09-26,20:00:00
2007-2008,Bielefeld,7.0,Arminia Bielefeld,Hannover 96,0,2,0.0,0.0,1.0,55.0,83.0,2007-09-26,20:00:00
2007-2008,Frankfurt,7.0,Eintracht Frankfurt,Karlsruher SC,0,1,0.0,0.0,1.0,105.0,91.0,2007-09-26,20:00:00
2007-2008,Gelsenkirchen,8.0,FC Schalke 04,Hertha BSC,1,0,0.0,1.0,0.0,54.0,9.0,2007-09-28,20:30:00
2007-2008,Bremen,8.0,Werder Bremen,Arminia Bielefeld,8,1,0.0,1.0,0.0,83.0,134.0,2007-09-29,15:30:00
2007-2008,Leverkusen,8.0,Bayer Leverkusen,FC Bayern München,0,1,0.0,0.0,1.0,40.0,6.0,2007-09-29,15:30:00
2007-2008,Hamburg,8.0,Hamburger SV,VfL Wolfsburg,2,2,1.0,0.0,0.0,131.0,100.0,2007-09-29,15:30:00
2007-2008,Bochum,8.0,VfL Bochum,1. FC Nürnberg,3,3,1.0,0.0,0.0,79.0,129.0,2007-09-29,15:30:00
2007-2008,Karlsruhe,8.0,Karlsruher SC,Borussia Dortmund,3,1,0.0,1.0,0.0,7.0,105.0,2007-09-29,15:30:00
2007-2008,Rostock,8.0,FC Hansa Rostock,VfB Stuttgart,2,1,0.0,1.0,0.0,16.0,102.0,2007-09-29,15:30:00
2007-2008,Hannover,8.0,Hannover 96,MSV Duisburg,2,1,0.0,1.0,0.0,107.0,55.0,2007-09-30,17:00:00
2007-2008,Cottbus,8.0,FC Energie Cottbus,Eintracht Frankfurt,2,2,1.0,0.0,0.0,91.0,93.0,2007-09-30,17:00:00
2007-2008,Dortmund,9.0,Borussia Dortmund,VfL Bochum,2,1,0.0,1.0,0.0,129.0,7.0,2007-10-05,20:30:00
2007-2008,Stuttgart,9.0,VfB Stuttgart,Hannover 96,0,2,0.0,0.0,1.0,55.0,16.0,2007-10-06,15:30:00
2007-2008,Gelsenkirchen,9.0,FC Schalke 04,Karlsruher SC,0,2,0.0,0.0,1.0,105.0,9.0,2007-10-06,15:30:00
2007-2008,Berlin,9.0,Hertha BSC,FC Energie Cottbus,0,0,1.0,0.0,0.0,93.0,54.0,2007-10-06,15:30:00
2007-2008,Bielefeld,9.0,Arminia Bielefeld,Hamburger SV,0,1,0.0,0.0,1.0,100.0,83.0,2007-10-06,15:30:00
2007-2008,Wolfsburg,9.0,VfL Wolfsburg,FC Hansa Rostock,1,0,0.0,1.0,0.0,102.0,131.0,2007-10-06,15:30:00
2007-2008,Duisburg,9.0,MSV Duisburg,Werder Bremen,1,3,0.0,0.0,1.0,134.0,107.0,2007-10-06,15:30:00
2007-2008,München,9.0,FC Bayern München,1. FC Nürnberg,3,0,0.0,1.0,0.0,79.0,40.0,2007-10-07,17:00:00
2007-2008,Frankfurt,9.0,Eintracht Frankfurt,Bayer Leverkusen,2,1,0.0,1.0,0.0,6.0,91.0,2007-10-07,17:00:00
2007-2008,Cottbus,10.0,FC Energie Cottbus,MSV Duisburg,1,2,0.0,0.0,1.0,107.0,93.0,2007-10-19,20:30:00
2007-2008,Bremen,10.0,Werder Bremen,Hertha BSC,3,2,0.0,1.0,0.0,54.0,134.0,2007-10-20,15:30:00
2007-2008,Leverkusen,10.0,Bayer Leverkusen,Borussia Dortmund,2,2,1.0,0.0,0.0,7.0,6.0,2007-10-20,15:30:00
2007-2008,Nürnberg,10.0,1. FC Nürnberg,Eintracht Frankfurt,5,1,0.0,1.0,0.0,91.0,79.0,2007-10-20,15:30:00
2007-2008,Hamburg,10.0,Hamburger SV,VfB Stuttgart,4,1,0.0,1.0,0.0,16.0,100.0,2007-10-20,15:30:00
2007-2008,Bochum,10.0,VfL Bochum,FC Bayern München,1,2,0.0,0.0,1.0,40.0,129.0,2007-10-20,15:30:00
2007-2008,Rostock,10.0,FC Hansa Rostock,FC Schalke 04,1,1,1.0,0.0,0.0,9.0,102.0,2007-10-20,15:30:00
2007-2008,Hannover,10.0,Hannover 96,VfL Wolfsburg,2,2,1.0,0.0,0.0,131.0,55.0,2007-10-21,17:00:00
2007-2008,Karlsruhe,10.0,Karlsruher SC,Arminia Bielefeld,0,0,1.0,0.0,0.0,83.0,105.0,2007-10-21,17:00:00
2007-2008,Frankfurt,11.0,Eintracht Frankfurt,Hannover 96,0,0,1.0,0.0,0.0,55.0,91.0,2007-10-26,20:30:00
2007-2008,Stuttgart,11.0,VfB Stuttgart,Bayer Leverkusen,1,0,0.0,1.0,0.0,6.0,16.0,2007-10-27,15:30:00
2007-2008,Gelsenkirchen,11.0,FC Schalke 04,Werder Bremen,1,1,1.0,0.0,0.0,134.0,9.0,2007-10-27,15:30:00
2007-2008,Berlin,11.0,Hertha BSC,VfL Bochum,2,0,0.0,1.0,0.0,129.0,54.0,2007-10-27,15:30:00
2007-2008,Bielefeld,11.0,Arminia Bielefeld,FC Energie Cottbus,1,1,1.0,0.0,0.0,93.0,83.0,2007-10-27,15:30:00
2007-2008,Wolfsburg,11.0,VfL Wolfsburg,1. FC Nürnberg,3,1,0.0,1.0,0.0,79.0,131.0,2007-10-27,15:30:00
2007-2008,Rostock,11.0,FC Hansa Rostock,Karlsruher SC,0,0,1.0,0.0,0.0,105.0,102.0,2007-10-27,15:30:00
2007-2008,Dortmund,11.0,Borussia Dortmund,FC Bayern München,0,0,1.0,0.0,0.0,40.0,7.0,2007-10-28,17:00:00
2007-2008,Duisburg,11.0,MSV Duisburg,Hamburger SV,0,1,0.0,0.0,1.0,100.0,107.0,2007-10-28,17:00:00
2007-2008,Cottbus,12.0,FC Energie Cottbus,FC Schalke 04,1,0,0.0,1.0,0.0,9.0,93.0,2007-11-02,20:30:00
2007-2008,Bremen,12.0,Werder Bremen,FC Hansa Rostock,1,0,0.0,1.0,0.0,102.0,134.0,2007-11-03,15:30:00
2007-2008,München,12.0,FC Bayern München,Eintracht Frankfurt,0,0,1.0,0.0,0.0,91.0,40.0,2007-11-03,15:30:00
2007-2008,Leverkusen,12.0,Bayer Leverkusen,Arminia Bielefeld,4,0,0.0,1.0,0.0,83.0,6.0,2007-11-03,15:30:00
2007-2008,Nürnberg,12.0,1. FC Nürnberg,VfB Stuttgart,0,1,0.0,0.0,1.0,16.0,79.0,2007-11-03,15:30:00
2007-2008,Hamburg,12.0,Hamburger SV,Hertha BSC,2,1,0.0,1.0,0.0,54.0,100.0,2007-11-03,15:30:00
2007-2008,Hannover,12.0,Hannover 96,Borussia Dortmund,2,1,0.0,1.0,0.0,7.0,55.0,2007-11-03,15:30:00
2007-2008,Bochum,12.0,VfL Bochum,VfL Wolfsburg,5,3,0.0,1.0,0.0,131.0,129.0,2007-11-04,17:00:00
2007-2008,Karlsruhe,12.0,Karlsruher SC,MSV Duisburg,1,0,0.0,1.0,0.0,107.0,105.0,2007-11-04,17:00:00
2007-2008,Duisburg,13.0,MSV Duisburg,VfL Bochum,0,2,0.0,0.0,1.0,129.0,107.0,2007-11-09,20:30:00
2007-2008,Stuttgart,13.0,VfB Stuttgart,FC Bayern München,3,1,0.0,1.0,0.0,40.0,16.0,2007-11-10,15:30:00
2007-2008,Gelsenkirchen,13.0,FC Schalke 04,Hamburger SV,1,1,1.0,0.0,0.0,100.0,9.0,2007-11-10,15:30:00
2007-2008,Bremen,13.0,Werder Bremen,Karlsruher SC,4,0,0.0,1.0,0.0,105.0,134.0,2007-11-10,15:30:00
2007-2008,Dortmund,13.0,Borussia Dortmund,Eintracht Frankfurt,1,1,1.0,0.0,0.0,91.0,7.0,2007-11-10,15:30:00
2007-2008,Berlin,13.0,Hertha BSC,Hannover 96,1,0,0.0,1.0,0.0,55.0,54.0,2007-11-10,15:30:00
2007-2008,Rostock,13.0,FC Hansa Rostock,FC Energie Cottbus,3,2,0.0,1.0,0.0,93.0,102.0,2007-11-10,15:30:00
2007-2008,Bielefeld,13.0,Arminia Bielefeld,1. FC Nürnberg,3,1,0.0,1.0,0.0,79.0,83.0,2007-11-11,17:00:00
2007-2008,Wolfsburg,13.0,VfL Wolfsburg,Bayer Leverkusen,1,2,0.0,0.0,1.0,6.0,131.0,2007-11-11,17:00:00
2007-2008,Karlsruhe,14.0,Karlsruher SC,Hertha BSC,2,1,0.0,1.0,0.0,54.0,105.0,2007-11-23,20:30:00
2007-2008,München,14.0,FC Bayern München,VfL Wolfsburg,2,1,0.0,1.0,0.0,131.0,40.0,2007-11-24,15:30:00
2007-2008,Leverkusen,14.0,Bayer Leverkusen,MSV Duisburg,4,1,0.0,1.0,0.0,107.0,6.0,2007-11-24,15:30:00
2007-2008,Bochum,14.0,VfL Bochum,Arminia Bielefeld,3,0,0.0,1.0,0.0,83.0,129.0,2007-11-24,15:30:00
2007-2008,Hannover,14.0,Hannover 96,FC Schalke 04,2,3,0.0,0.0,1.0,9.0,55.0,2007-11-24,15:30:00
2007-2008,Cottbus,14.0,FC Energie Cottbus,Werder Bremen,0,2,0.0,0.0,1.0,134.0,93.0,2007-11-24,15:30:00
2007-2008,Frankfurt,14.0,Eintracht Frankfurt,VfB Stuttgart,1,4,0.0,0.0,1.0,16.0,91.0,2007-11-24,15:30:00
2007-2008,Nürnberg,14.0,1. FC Nürnberg,Borussia Dortmund,2,0,0.0,1.0,0.0,7.0,79.0,2007-11-25,17:00:00
2007-2008,Hamburg,14.0,Hamburger SV,FC Hansa Rostock,2,0,0.0,1.0,0.0,102.0,100.0,2007-11-25,17:00:00
2007-2008,Rostock,15.0,FC Hansa Rostock,Hannover 96,0,3,0.0,0.0,1.0,55.0,102.0,2007-11-30,20:30:00
2007-2008,Stuttgart,15.0,VfB Stuttgart,Borussia Dortmund,1,2,0.0,0.0,1.0,7.0,16.0,2007-12-01,15:30:00
2007-2008,Gelsenkirchen,15.0,FC Schalke 04,VfL Bochum,1,0,0.0,1.0,0.0,129.0,9.0,2007-12-01,15:30:00
2007-2008,Bremen,15.0,Werder Bremen,Hamburger SV,2,1,0.0,1.0,0.0,100.0,134.0,2007-12-01,15:30:00
2007-2008,Berlin,15.0,Hertha BSC,Bayer Leverkusen,0,3,0.0,0.0,1.0,6.0,54.0,2007-12-01,15:30:00
2007-2008,Cottbus,15.0,FC Energie Cottbus,Karlsruher SC,2,0,0.0,1.0,0.0,105.0,93.0,2007-12-01,15:30:00
2007-2008,Wolfsburg,15.0,VfL Wolfsburg,Eintracht Frankfurt,2,2,1.0,0.0,0.0,91.0,131.0,2007-12-01,15:30:00
2007-2008,Bielefeld,15.0,Arminia Bielefeld,FC Bayern München,0,1,0.0,0.0,1.0,40.0,83.0,2007-12-02,17:00:00
2007-2008,Duisburg,15.0,MSV Duisburg,1. FC Nürnberg,1,0,0.0,1.0,0.0,79.0,107.0,2007-12-02,17:00:00
2007-2008,Dortmund,16.0,Borussia Dortmund,Arminia Bielefeld,6,1,0.0,1.0,0.0,83.0,7.0,2007-12-07,20:30:00
2007-2008,Stuttgart,16.0,VfB Stuttgart,VfL Wolfsburg,3,1,0.0,1.0,0.0,131.0,16.0,2007-12-08,15:30:00
2007-2008,München,16.0,FC Bayern München,MSV Duisburg,0,0,1.0,0.0,0.0,107.0,40.0,2007-12-08,15:30:00
2007-2008,Hamburg,16.0,Hamburger SV,FC Energie Cottbus,0,0,1.0,0.0,0.0,93.0,100.0,2007-12-08,15:30:00
2007-2008,Bochum,16.0,VfL Bochum,Karlsruher SC,2,2,1.0,0.0,0.0,105.0,129.0,2007-12-08,15:30:00
2007-2008,Hannover,16.0,Hannover 96,Werder Bremen,4,3,0.0,1.0,0.0,134.0,55.0,2007-12-08,15:30:00
2007-2008,Frankfurt,16.0,Eintracht Frankfurt,FC Schalke 04,2,2,1.0,0.0,0.0,9.0,91.0,2007-12-08,15:30:00
2007-2008,Leverkusen,16.0,Bayer Leverkusen,FC Hansa Rostock,3,0,0.0,1.0,0.0,102.0,6.0,2007-12-09,17:00:00
2007-2008,Nürnberg,16.0,1. FC Nürnberg,Hertha BSC,2,1,0.0,1.0,0.0,54.0,79.0,2007-12-09,17:00:00
2007-2008,Cottbus,17.0,FC Energie Cottbus,Hannover 96,5,1,0.0,1.0,0.0,55.0,93.0,2007-12-14,20:30:00
2007-2008,Gelsenkirchen,17.0,FC Schalke 04,1. FC Nürnberg,2,1,0.0,1.0,0.0,79.0,9.0,2007-12-15,15:30:00
2007-2008,Bremen,17.0,Werder Bremen,Bayer Leverkusen,5,2,0.0,1.0,0.0,6.0,134.0,2007-12-15,15:30:00
2007-2008,Berlin,17.0,Hertha BSC,FC Bayern München,0,0,1.0,0.0,0.0,40.0,54.0,2007-12-15,15:30:00
2007-2008,Bielefeld,17.0,Arminia Bielefeld,VfB Stuttgart,2,0,0.0,1.0,0.0,16.0,83.0,2007-12-15,15:30:00
2007-2008,Wolfsburg,17.0,VfL Wolfsburg,Borussia Dortmund,4,0,0.0,1.0,0.0,7.0,131.0,2007-12-15,15:30:00
2007-2008,Karlsruhe,17.0,Karlsruher SC,Hamburger SV,1,1,1.0,0.0,0.0,100.0,105.0,2007-12-15,15:30:00
2007-2008,Rostock,17.0,FC Hansa Rostock,VfL Bochum,2,0,0.0,1.0,0.0,129.0,102.0,2007-12-16,17:00:00
2007-2008,Duisburg,17.0,MSV Duisburg,Eintracht Frankfurt,0,1,0.0,0.0,1.0,91.0,107.0,2007-12-16,17:00:00
2007-2008,Rostock,18.0,FC Hansa Rostock,FC Bayern München,1,2,0.0,0.0,1.0,40.0,102.0,2008-02-01,20:30:00
2007-2008,Cottbus,18.0,FC Energie Cottbus,Bayer Leverkusen,2,3,0.0,0.0,1.0,6.0,93.0,2008-02-02,15:30:00
2007-2008,Karlsruhe,18.0,Karlsruher SC,1. FC Nürnberg,2,0,0.0,1.0,0.0,79.0,105.0,2008-02-02,15:30:00
2007-2008,Duisburg,18.0,MSV Duisburg,Borussia Dortmund,3,3,1.0,0.0,0.0,7.0,107.0,2008-02-02,15:30:00
2007-2008,Hamburg,18.0,Hamburger SV,Hannover 96,1,1,1.0,0.0,0.0,55.0,100.0,2008-02-02,15:30:00
2007-2008,Berlin,18.0,Hertha BSC,Eintracht Frankfurt,0,3,0.0,0.0,1.0,91.0,54.0,2008-02-02,15:30:00
2007-2008,Bielefeld,18.0,Arminia Bielefeld,VfL Wolfsburg,0,1,0.0,0.0,1.0,131.0,83.0,2008-02-02,15:30:00
2007-2008,Gelsenkirchen,18.0,FC Schalke 04,VfB Stuttgart,4,1,0.0,1.0,0.0,16.0,9.0,2008-02-03,17:00:00
2007-2008,Bremen,18.0,Werder Bremen,VfL Bochum,1,2,0.0,0.0,1.0,129.0,134.0,2008-02-03,17:00:00
2007-2008,Frankfurt,19.0,Eintracht Frankfurt,Arminia Bielefeld,2,1,0.0,1.0,0.0,83.0,91.0,2008-02-08,20:30:00
2007-2008,Leverkusen,19.0,Bayer Leverkusen,Hamburger SV,1,1,1.0,0.0,0.0,100.0,6.0,2008-02-09,15:30:00
2007-2008,Stuttgart,19.0,VfB Stuttgart,Hertha BSC,1,3,0.0,0.0,1.0,54.0,16.0,2008-02-09,15:30:00
2007-2008,Bochum,19.0,VfL Bochum,FC Energie Cottbus,3,3,1.0,0.0,0.0,93.0,129.0,2008-02-09,15:30:00
2007-2008,Hannover,19.0,Hannover 96,Karlsruher SC,2,2,1.0,0.0,0.0,105.0,55.0,2008-02-09,15:30:00
2007-2008,Nürnberg,19.0,1. FC Nürnberg,FC Hansa Rostock,1,1,1.0,0.0,0.0,102.0,79.0,2008-02-09,15:30:00
2007-2008,Wolfsburg,19.0,VfL Wolfsburg,MSV Duisburg,2,1,0.0,1.0,0.0,107.0,131.0,2008-02-09,15:30:00
2007-2008,Dortmund,19.0,Borussia Dortmund,FC Schalke 04,2,3,0.0,0.0,1.0,9.0,7.0,2008-02-10,17:00:00
2007-2008,München,19.0,FC Bayern München,Werder Bremen,1,1,1.0,0.0,0.0,134.0,40.0,2008-02-10,17:00:00
2007-2008,Gelsenkirchen,20.0,FC Schalke 04,VfL Wolfsburg,1,2,0.0,0.0,1.0,131.0,9.0,2008-02-15,20:30:00
2007-2008,Duisburg,20.0,MSV Duisburg,VfB Stuttgart,2,3,0.0,0.0,1.0,16.0,107.0,2008-02-16,15:30:00
2007-2008,Karlsruhe,20.0,Karlsruher SC,Bayer Leverkusen,2,2,1.0,0.0,0.0,6.0,105.0,2008-02-16,15:30:00
2007-2008,Bremen,20.0,Werder Bremen,1. FC Nürnberg,2,0,0.0,1.0,0.0,79.0,134.0,2008-02-16,15:30:00
2007-2008,Cottbus,20.0,FC Energie Cottbus,Borussia Dortmund,0,2,0.0,0.0,1.0,7.0,93.0,2008-02-16,15:30:00
2007-2008,Berlin,20.0,Hertha BSC,Arminia Bielefeld,1,0,0.0,1.0,0.0,83.0,54.0,2008-02-16,15:30:00
2007-2008,Rostock,20.0,FC Hansa Rostock,Eintracht Frankfurt,1,0,0.0,1.0,0.0,91.0,102.0,2008-02-16,15:30:00
2007-2008,Hannover,20.0,Hannover 96,FC Bayern München,0,3,0.0,0.0,1.0,40.0,55.0,2008-02-17,17:00:00
2007-2008,Hamburg,20.0,Hamburger SV,VfL Bochum,3,0,0.0,1.0,0.0,129.0,100.0,2008-02-17,17:00:00
2007-2008,Bochum,21.0,VfL Bochum,Hannover 96,2,1,0.0,1.0,0.0,55.0,129.0,2008-02-22,20:30:00
2007-2008,Leverkusen,21.0,Bayer Leverkusen,FC Schalke 04,1,0,0.0,1.0,0.0,9.0,6.0,2008-02-23,15:30:00
2007-2008,Frankfurt,21.0,Eintracht Frankfurt,Werder Bremen,1,0,0.0,1.0,0.0,134.0,91.0,2008-02-23,15:30:00
2007-2008,Wolfsburg,21.0,VfL Wolfsburg,Hertha BSC,0,0,1.0,0.0,0.0,54.0,131.0,2008-02-23,15:30:00
2007-2008,Stuttgart,21.0,VfB Stuttgart,Karlsruher SC,3,1,0.0,1.0,0.0,105.0,16.0,2008-02-23,15:30:00
2007-2008,Dortmund,21.0,Borussia Dortmund,FC Hansa Rostock,1,0,0.0,1.0,0.0,102.0,7.0,2008-02-23,15:30:00
2007-2008,Bielefeld,21.0,Arminia Bielefeld,MSV Duisburg,0,2,0.0,0.0,1.0,107.0,83.0,2008-02-23,15:30:00
2007-2008,München,21.0,FC Bayern München,Hamburger SV,1,1,1.0,0.0,0.0,100.0,40.0,2008-02-24,17:00:00
2007-2008,Nürnberg,21.0,1. FC Nürnberg,FC Energie Cottbus,1,1,1.0,0.0,0.0,93.0,79.0,2008-02-24,17:00:00
2007-2008,Berlin,22.0,Hertha BSC,MSV Duisburg,2,0,0.0,1.0,0.0,107.0,54.0,2008-02-29,20:30:00
2007-2008,Gelsenkirchen,22.0,FC Schalke 04,FC Bayern München,0,1,0.0,0.0,1.0,40.0,9.0,2008-03-01,15:30:00
2007-2008,Hannover,22.0,Hannover 96,1. FC Nürnberg,2,1,0.0,1.0,0.0,79.0,55.0,2008-03-01,15:30:00
2007-2008,Bremen,22.0,Werder Bremen,Borussia Dortmund,2,0,0.0,1.0,0.0,7.0,134.0,2008-03-01,15:30:00
2007-2008,Rostock,22.0,FC Hansa Rostock,Arminia Bielefeld,1,1,1.0,0.0,0.0,83.0,102.0,2008-03-01,15:30:00
2007-2008,Karlsruhe,22.0,Karlsruher SC,VfL Wolfsburg,3,1,0.0,1.0,0.0,131.0,105.0,2008-03-01,15:30:00
2007-2008,Bochum,22.0,VfL Bochum,Bayer Leverkusen,2,0,0.0,1.0,0.0,6.0,129.0,2008-03-02,17:00:00
2007-2008,Hamburg,22.0,Hamburger SV,Eintracht Frankfurt,4,1,0.0,1.0,0.0,91.0,100.0,2008-03-02,17:00:00
2007-2008,Dortmund,23.0,Borussia Dortmund,Hertha BSC,1,1,1.0,0.0,0.0,54.0,7.0,2008-03-07,20:30:00
2007-2008,Bielefeld,23.0,Arminia Bielefeld,FC Schalke 04,0,2,0.0,0.0,1.0,9.0,83.0,2008-03-08,15:30:00
2007-2008,Stuttgart,23.0,VfB Stuttgart,Werder Bremen,6,3,0.0,1.0,0.0,134.0,16.0,2008-03-08,15:30:00
2007-2008,Frankfurt,23.0,Eintracht Frankfurt,VfL Bochum,1,1,1.0,0.0,0.0,129.0,91.0,2008-03-08,15:30:00
2007-2008,Wolfsburg,23.0,VfL Wolfsburg,FC Energie Cottbus,3,0,0.0,1.0,0.0,93.0,131.0,2008-03-08,15:30:00
2007-2008,München,23.0,FC Bayern München,Karlsruher SC,2,0,0.0,1.0,0.0,105.0,40.0,2008-03-08,15:30:00
2007-2008,Duisburg,23.0,MSV Duisburg,FC Hansa Rostock,1,1,1.0,0.0,0.0,102.0,107.0,2008-03-08,15:30:00
2007-2008,Nürnberg,23.0,1. FC Nürnberg,Hamburger SV,0,0,1.0,0.0,0.0,100.0,79.0,2008-03-09,17:00:00
2007-2008,Leverkusen,23.0,Bayer Leverkusen,Hannover 96,2,0,0.0,1.0,0.0,55.0,6.0,2008-03-09,17:00:00
2007-2008,Cottbus,22.0,FC Energie Cottbus,VfB Stuttgart,0,1,0.0,0.0,1.0,16.0,93.0,2008-03-11,19:00:00
2007-2008,Gelsenkirchen,24.0,FC Schalke 04,MSV Duisburg,2,1,0.0,1.0,0.0,107.0,9.0,2008-03-14,20:30:00
2007-2008,Bochum,24.0,VfL Bochum,VfB Stuttgart,1,1,1.0,0.0,0.0,16.0,129.0,2008-03-15,15:30:00
2007-2008,Cottbus,24.0,FC Energie Cottbus,FC Bayern München,2,0,0.0,1.0,0.0,40.0,93.0,2008-03-15,15:30:00
2007-2008,Hamburg,24.0,Hamburger SV,Borussia Dortmund,1,0,0.0,1.0,0.0,7.0,100.0,2008-03-15,15:30:00
2007-2008,Rostock,24.0,FC Hansa Rostock,Hertha BSC,0,0,1.0,0.0,0.0,54.0,102.0,2008-03-15,15:30:00
2007-2008,Hannover,24.0,Hannover 96,Arminia Bielefeld,2,2,1.0,0.0,0.0,83.0,55.0,2008-03-15,15:30:00
2007-2008,Karlsruhe,24.0,Karlsruher SC,Eintracht Frankfurt,0,1,0.0,0.0,1.0,91.0,105.0,2008-03-15,15:30:00
2007-2008,Leverkusen,24.0,Bayer Leverkusen,1. FC Nürnberg,4,1,0.0,1.0,0.0,79.0,6.0,2008-03-16,17:00:00
2007-2008,Bremen,24.0,Werder Bremen,VfL Wolfsburg,0,1,0.0,0.0,1.0,131.0,134.0,2008-03-16,17:00:00
2007-2008,Frankfurt,25.0,Eintracht Frankfurt,FC Energie Cottbus,2,1,0.0,1.0,0.0,93.0,91.0,2008-03-20,20:30:00
2007-2008,München,25.0,FC Bayern München,Bayer Leverkusen,2,1,0.0,1.0,0.0,6.0,40.0,2008-03-22,15:30:00
2007-2008,Wolfsburg,25.0,VfL Wolfsburg,Hamburger SV,1,1,1.0,0.0,0.0,100.0,131.0,2008-03-22,15:30:00
2007-2008,Nürnberg,25.0,1. FC Nürnberg,VfL Bochum,1,1,1.0,0.0,0.0,129.0,79.0,2008-03-22,15:30:00
2007-2008,Duisburg,25.0,MSV Duisburg,Hannover 96,1,1,1.0,0.0,0.0,55.0,107.0,2008-03-22,15:30:00
2007-2008,Dortmund,25.0,Borussia Dortmund,Karlsruher SC,1,1,1.0,0.0,0.0,105.0,7.0,2008-03-22,15:30:00
2007-2008,Stuttgart,25.0,VfB Stuttgart,FC Hansa Rostock,4,1,0.0,1.0,0.0,102.0,16.0,2008-03-22,15:30:00
2007-2008,Berlin,25.0,Hertha BSC,FC Schalke 04,1,2,0.0,0.0,1.0,9.0,54.0,2008-03-23,17:00:00
2007-2008,Bielefeld,25.0,Arminia Bielefeld,Werder Bremen,1,1,1.0,0.0,0.0,134.0,83.0,2008-03-23,17:00:00
2007-2008,Rostock,26.0,FC Hansa Rostock,VfL Wolfsburg,0,1,0.0,0.0,1.0,131.0,102.0,2008-03-28,20:30:00
2007-2008,Karlsruhe,26.0,Karlsruher SC,FC Schalke 04,0,0,1.0,0.0,0.0,9.0,105.0,2008-03-29,15:30:00
2007-2008,Nürnberg,26.0,1. FC Nürnberg,FC Bayern München,1,1,1.0,0.0,0.0,40.0,79.0,2008-03-29,15:30:00
2007-2008,Bochum,26.0,VfL Bochum,Borussia Dortmund,3,3,1.0,0.0,0.0,7.0,129.0,2008-03-29,15:30:00
2007-2008,Hamburg,26.0,Hamburger SV,Arminia Bielefeld,1,1,1.0,0.0,0.0,83.0,100.0,2008-03-29,15:30:00
2007-2008,Leverkusen,26.0,Bayer Leverkusen,Eintracht Frankfurt,0,2,0.0,0.0,1.0,91.0,6.0,2008-03-29,15:30:00
2007-2008,Bremen,26.0,Werder Bremen,MSV Duisburg,1,2,0.0,0.0,1.0,107.0,134.0,2008-03-29,15:30:00
2007-2008,Hannover,26.0,Hannover 96,VfB Stuttgart,0,0,1.0,0.0,0.0,16.0,55.0,2008-03-30,17:00:00
2007-2008,Cottbus,26.0,FC Energie Cottbus,Hertha BSC,2,1,0.0,1.0,0.0,54.0,93.0,2008-03-30,17:00:00
2007-2008,Duisburg,27.0,MSV Duisburg,FC Energie Cottbus,0,1,0.0,0.0,1.0,93.0,107.0,2008-04-04,20:30:00
2007-2008,Berlin,27.0,Hertha BSC,Werder Bremen,1,2,0.0,0.0,1.0,134.0,54.0,2008-04-05,15:30:00
2007-2008,Frankfurt,27.0,Eintracht Frankfurt,1. FC Nürnberg,1,3,0.0,0.0,1.0,79.0,91.0,2008-04-05,15:30:00
2007-2008,Stuttgart,27.0,VfB Stuttgart,Hamburger SV,1,0,0.0,1.0,0.0,100.0,16.0,2008-04-05,15:30:00
2007-2008,Wolfsburg,27.0,VfL Wolfsburg,Hannover 96,3,2,0.0,1.0,0.0,55.0,131.0,2008-04-05,15:30:00
2007-2008,Bielefeld,27.0,Arminia Bielefeld,Karlsruher SC,1,0,0.0,1.0,0.0,105.0,83.0,2008-04-05,15:30:00
2007-2008,Gelsenkirchen,27.0,FC Schalke 04,FC Hansa Rostock,1,0,0.0,1.0,0.0,102.0,9.0,2008-04-05,15:30:00
2007-2008,Dortmund,27.0,Borussia Dortmund,Bayer Leverkusen,2,1,0.0,1.0,0.0,6.0,7.0,2008-04-06,17:00:00
2007-2008,München,27.0,FC Bayern München,VfL Bochum,3,1,0.0,1.0,0.0,129.0,40.0,2008-04-06,17:00:00
2007-2008,Bremen,28.0,Werder Bremen,FC Schalke 04,5,1,0.0,1.0,0.0,9.0,134.0,2008-04-12,15:30:00
2007-2008,Bochum,28.0,VfL Bochum,Hertha BSC,1,1,1.0,0.0,0.0,54.0,129.0,2008-04-12,15:30:00
2007-2008,Cottbus,28.0,FC Energie Cottbus,Arminia Bielefeld,1,0,0.0,1.0,0.0,83.0,93.0,2008-04-12,15:30:00
2007-2008,Hannover,28.0,Hannover 96,Eintracht Frankfurt,2,1,0.0,1.0,0.0,91.0,55.0,2008-04-12,15:30:00
